Pair.Name,Ligand.ApprovedSymbol,Ligand.Name,Receptor.ApprovedSymbol,Receptor.Name,DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor,PMID.Manual,Pair.Source,Pair.Evidence
TIMP3_KDR,TIMP3,TIMP metallopeptidase inhibitor 3,KDR,kinase insert domain receptor (a type III receptor tyrosine kinase),,,,,,,,KDR,,novel,literature supported
TNC_CNTN1,TNC,tenascin C,CNTN1,contactin 1,,,,,,,,CNTN1,,novel,literature supported
TNC_EGFR,TNC,tenascin C,EGFR,epidermal growth factor receptor,,,,,,,,EGFR,,novel,literature supported
TNC_ITGA2,TNC,tenascin C,ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,,,,,ITGA2,,novel,putative
TNC_ITGA5,TNC,tenascin C,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,,,,,ITGA5,,novel,literature supported
TNC_ITGA7,TNC,tenascin C,ITGA7,"integrin, alpha 7",,,,,,,,ITGA7,14715956,novel,literature supported
TNC_ITGA8,TNC,tenascin C,ITGA8,"integrin, alpha 8",,,,,,,,ITGA8,,novel,putative
TNC_ITGA9,TNC,tenascin C,ITGA9,"integrin, alpha 9",,,,,,,,ITGA9,,novel,putative
TNC_ITGAV,TNC,tenascin C,ITGAV,"integrin, alpha V",,,,,,,,ITGAV,,novel,putative
TNC_ITGB1,TNC,tenascin C,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,ITGB1,14715956,novel,literature supported
TNC_NT5E,TNC,tenascin C,NT5E,"5'-nucleotidase, ecto (CD73)",,,,,,,,,,novel,putative
TNC_PTPRB,TNC,tenascin C,PTPRB,"protein tyrosine phosphatase, receptor type, B",,,,,,,,,,novel,literature supported
TNC_PTPRZ1,TNC,tenascin C,PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1",,,,,,,,PTPRZ1,,novel,putative
TNC_SDC1,TNC,tenascin C,SDC1,syndecan 1,,,,,,,,SDC1,,novel,putative
TNC_SDC4,TNC,tenascin C,SDC4,syndecan 4,,,,,,,,SDC4,,novel,putative
TNFSF10_TNFRSF10A,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",TNFRSF10A,"tumor necrosis factor receptor superfamily, member 10a",,,,,,,TNFSF10,TNFRSF10A,,known,literature supported
TNFSF10_TNFRSF10B,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",TNFRSF10B,"tumor necrosis factor receptor superfamily, member 10b",,,,,,,TNFSF10,TNFRSF10B,,known,literature supported
TNFSF10_TNFRSF10C,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",TNFRSF10C,"tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain",,,,,,,TNFSF10,TNFRSF10C,,known,literature supported
TNFSF10_TNFRSF10D,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",TNFRSF10D,"tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain",,,,,,,TNFSF10,TNFRSF10D,,known,literature supported
TNFSF10_TNFRSF11B,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b",,,,,,,TNFSF10,TNFRSF11B,,known,literature supported
TNFSF11_TNFRSF11A,TNFSF11,"tumor necrosis factor (ligand) superfamily, member 11",TNFRSF11A,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",,,,,,,TNFSF11,TNFRSF11A,,known,literature supported
TNFSF11_TNFRSF11B,TNFSF11,"tumor necrosis factor (ligand) superfamily, member 11",TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b",,,,,,,TNFSF11,TNFRSF11B,,known,literature supported
TNFSF12_TNFRSF12A,TNFSF12,"tumor necrosis factor (ligand) superfamily, member 12",TNFRSF12A,"tumor necrosis factor receptor superfamily, member 12A",,,,,,,TNFSF12,TNFRSF12A,,known,literature supported
TNFSF12_TNFRSF25,TNFSF12,"tumor necrosis factor (ligand) superfamily, member 12",TNFRSF25,"tumor necrosis factor receptor superfamily, member 25",,,,,,,TNFSF12,TNFRSF25,,known,literature supported
TNFSF13B_TNFRSF13B,TNFSF13B,"tumor necrosis factor (ligand) superfamily, member 13b",TNFRSF13B,"tumor necrosis factor receptor superfamily, member 13B",,,,,,,TNFSF13B,TNFRSF13B,,known,literature supported
TNFSF13B_TNFRSF13C,TNFSF13B,"tumor necrosis factor (ligand) superfamily, member 13b",TNFRSF13C,"tumor necrosis factor receptor superfamily, member 13C",,,,,,,TNFSF13B,TNFRSF13C,,known,literature supported
TNFSF13B_TNFRSF17,TNFSF13B,"tumor necrosis factor (ligand) superfamily, member 13b",TNFRSF17,"tumor necrosis factor receptor superfamily, member 17",,,,,,,TNFSF13B,TNFRSF17,,known,literature supported
TNFSF13_FAS,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",FAS,Fas cell surface death receptor,,,,,,,TNFSF13,FAS,,novel,literature supported
TNFSF13_SDC2,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",SDC2,syndecan 2,,,,,,,TNFSF13,SDC2,,novel,literature supported
TNFSF13_TNFRSF11B,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b",,,,,,,TNFSF13,TNFRSF11B,,novel,literature supported
TNFSF13_TNFRSF13B,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",TNFRSF13B,"tumor necrosis factor receptor superfamily, member 13B",,,,,,,TNFSF13,TNFRSF13B,,known,literature supported
TNFSF13_TNFRSF14,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",TNFRSF14,"tumor necrosis factor receptor superfamily, member 14",,,,,,,TNFSF13,TNFRSF14,,novel,literature supported
TNFSF13_TNFRSF17,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",TNFRSF17,"tumor necrosis factor receptor superfamily, member 17",,,,,,,TNFSF13,TNFRSF17,,known,literature supported
TNFSF13_TNFRSF1A,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A",,,,,,,TNFSF13,TNFRSF1A,,novel,literature supported
TNFSF14_LTBR,TNFSF14,"tumor necrosis factor (ligand) superfamily, member 14",LTBR,"lymphotoxin beta receptor (TNFR superfamily, member 3)",,,,,,,TNFSF14,LTBR,,known,literature supported
TNFSF14_TNFRSF14,TNFSF14,"tumor necrosis factor (ligand) superfamily, member 14",TNFRSF14,"tumor necrosis factor receptor superfamily, member 14",,,,,,,TNFSF14,TNFRSF14,,known,literature supported
TNFSF14_TNFRSF6B,TNFSF14,"tumor necrosis factor (ligand) superfamily, member 14",TNFRSF6B,"tumor necrosis factor receptor superfamily, member 6b, decoy",,,,,,,TNFSF14,TNFRSF6B,,known,literature supported
TNFSF15_TNFRSF25,TNFSF15,"tumor necrosis factor (ligand) superfamily, member 15",TNFRSF25,"tumor necrosis factor receptor superfamily, member 25",,,,,,,TNFSF15,TNFRSF25,,known,literature supported
TNFSF15_TNFRSF6B,TNFSF15,"tumor necrosis factor (ligand) superfamily, member 15",TNFRSF6B,"tumor necrosis factor receptor superfamily, member 6b, decoy",,,,,,,TNFSF15,TNFRSF6B,,novel,literature supported
TNFSF18_TNFRSF18,TNFSF18,"tumor necrosis factor (ligand) superfamily, member 18",TNFRSF18,"tumor necrosis factor receptor superfamily, member 18",,,,,,,TNFSF18,TNFRSF18,,known,literature supported
TNFSF4_TNFRSF4,TNFSF4,"tumor necrosis factor (ligand) superfamily, member 4",TNFRSF4,"tumor necrosis factor receptor superfamily, member 4",,,,,,,TNFSF4,TNFRSF4,,known,literature supported
TNFSF4_TRAF2,TNFSF4,"tumor necrosis factor (ligand) superfamily, member 4",TRAF2,TNF receptor-associated factor 2,,,,,,,TNFSF4,TRAF2,,novel,literature supported
TNFSF8_TNFRSF8,TNFSF8,"tumor necrosis factor (ligand) superfamily, member 8",TNFRSF8,"tumor necrosis factor receptor superfamily, member 8",,,,,,,TNFSF8,TNFRSF8,,known,literature supported
TNFSF9_TNFRSF9,TNFSF9,"tumor necrosis factor (ligand) superfamily, member 9",TNFRSF9,"tumor necrosis factor receptor superfamily, member 9",,,,,,,TNFSF9,TNFRSF9,,known,literature supported
TNFSF9_TRAF2,TNFSF9,"tumor necrosis factor (ligand) superfamily, member 9",TRAF2,TNF receptor-associated factor 2,,,,,,,TNFSF9,TRAF2,,novel,literature supported
TNF_LTBR,TNF,tumor necrosis factor,LTBR,"lymphotoxin beta receptor (TNFR superfamily, member 3)",,,,,,,TNF,LTBR,,known,putative
TNF_SLC5A11,TNF,tumor necrosis factor,SLC5A11,"solute carrier family 5 (sodium/inositol cotransporter), member 11",,,,,,,TNF,,,novel,putative
TNF_TNFRSF1A,TNF,tumor necrosis factor,TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A",,,,,,,TNF,TNFRSF1A,,known,literature supported
TNF_TNFRSF1B,TNF,tumor necrosis factor,TNFRSF1B,"tumor necrosis factor receptor superfamily, member 1B",,,,,,,TNF,TNFRSF1B,,known,literature supported
TNF_TNFRSF21,TNF,tumor necrosis factor,TNFRSF21,"tumor necrosis factor receptor superfamily, member 21",,,,,,,TNF,TNFRSF21,,known,literature supported
TNF_TRAF2,TNF,tumor necrosis factor,TRAF2,TNF receptor-associated factor 2,,,,,,,TNF,TRAF2,,novel,literature supported
TPH1_HTR1A,TPH1,tryptophan hydroxylase 1,HTR1A,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",,,,,,,TPH1,HTR1A,,known,EXCLUDED not ligand
TPH1_HTR1B,TPH1,tryptophan hydroxylase 1,HTR1B,"5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled",,,,,,,TPH1,HTR1B,,known,EXCLUDED not ligand
TPH1_HTR1D,TPH1,tryptophan hydroxylase 1,HTR1D,"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled",,,,,,,TPH1,HTR1D,,known,EXCLUDED not ligand
TPH1_HTR1E,TPH1,tryptophan hydroxylase 1,HTR1E,"5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled",,,,,,,TPH1,HTR1E,,known,EXCLUDED not ligand
TPH1_HTR1F,TPH1,tryptophan hydroxylase 1,HTR1F,"5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled",,,,,,,TPH1,HTR1F,,known,EXCLUDED not ligand
TPH1_HTR2A,TPH1,tryptophan hydroxylase 1,HTR2A,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled",,,,,,,TPH1,HTR2A,,known,EXCLUDED not ligand
TPH1_HTR2B,TPH1,tryptophan hydroxylase 1,HTR2B,"5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled",,,,,,,TPH1,HTR2B,,known,EXCLUDED not ligand
TPH1_HTR2C,TPH1,tryptophan hydroxylase 1,HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",,,,,,,TPH1,HTR2C,,known,EXCLUDED not ligand
TPH1_HTR4,TPH1,tryptophan hydroxylase 1,HTR4,"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled",,,,,,,TPH1,HTR4,,known,EXCLUDED not ligand
TPH1_HTR5A,TPH1,tryptophan hydroxylase 1,HTR5A,"5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled",,,,,,,TPH1,HTR5A,,known,EXCLUDED not ligand
TPH1_HTR6,TPH1,tryptophan hydroxylase 1,HTR6,"5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled",,,,,,,TPH1,HTR6,,known,EXCLUDED not ligand
TPH1_HTR7,TPH1,tryptophan hydroxylase 1,HTR7,"5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled",,,,,,,TPH1,HTR7,,known,EXCLUDED not ligand
TRH_TRHR,TRH,thyrotropin-releasing hormone,TRHR,thyrotropin-releasing hormone receptor,,,,,,,TRH,TRHR,,known,literature supported
TSHB_TSHR,TSHB,"thyroid stimulating hormone, beta",TSHR,thyroid stimulating hormone receptor,,,,,,,TSHB,TSHR,,known,literature supported
TSLP_IL7R,TSLP,thymic stromal lymphopoietin,IL7R,interleukin 7 receptor,,,,,,,,IL7R,,novel,literature supported
UBA52_ACVR1,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,ACVR1,"activin A receptor, type I",,,,,,,,ACVR1,,novel,EXCLUDED not ligand
UBA52_AGTR1,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,AGTR1,"angiotensin II receptor, type 1",,,,,,,,AGTR1,,novel,EXCLUDED not ligand
UBA52_BMPR1B,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,BMPR1B,"bone morphogenetic protein receptor, type IB",,,,,,,,BMPR1B,,novel,EXCLUDED not ligand
UBA52_EGFR,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,EGFR,epidermal growth factor receptor,,,,,,,,EGFR,,novel,EXCLUDED not ligand
UBA52_ERBB2,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2,,,,,,,,ERBB2,,novel,EXCLUDED not ligand
UBA52_FSHR,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,FSHR,follicle stimulating hormone receptor,,,,,,,,FSHR,,novel,EXCLUDED not ligand
UBA52_NOTCH1,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,NOTCH1,notch 1,,,,,,,,NOTCH1,,novel,EXCLUDED not ligand
UBA52_TGFBR1,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,TGFBR1,"transforming growth factor, beta receptor 1",,,,,,,,TGFBR1,,novel,EXCLUDED not ligand
UBA52_TGFBR2,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,TGFBR2,"transforming growth factor, beta receptor II (70/80kDa)",,,,,,,,TGFBR2,,novel,EXCLUDED not ligand
UCN2_CRHR1,UCN2,urocortin 2,CRHR1,corticotropin releasing hormone receptor 1,,,,,,,UCN2,CRHR1,,known,literature supported
UCN2_CRHR2,UCN2,urocortin 2,CRHR2,corticotropin releasing hormone receptor 2,,,,,,,UCN2,CRHR2,,known,literature supported
UCN2_IL10RB,UCN2,urocortin 2,IL10RB,"interleukin 10 receptor, beta",,,,,,,UCN2,IL10RB,,novel,literature supported
UCN3_CRHR1,UCN3,urocortin 3,CRHR1,corticotropin releasing hormone receptor 1,,,,,,,UCN3,CRHR1,,novel,literature supported
UCN3_CRHR2,UCN3,urocortin 3,CRHR2,corticotropin releasing hormone receptor 2,,,,,,,UCN3,CRHR2,,known,literature supported
UCN3_IL10RB,UCN3,urocortin 3,IL10RB,"interleukin 10 receptor, beta",,,,,,,UCN3,IL10RB,,novel,literature supported
UCN_CRHR1,UCN,urocortin,CRHR1,corticotropin releasing hormone receptor 1,,,,,,,UCN,CRHR1,,known,literature supported
UCN_CRHR2,UCN,urocortin,CRHR2,corticotropin releasing hormone receptor 2,,,,,,,UCN,CRHR2,,known,literature supported
ULBP2_KLRK1,ULBP2,UL16 binding protein 2,KLRK1,"killer cell lectin-like receptor subfamily K, member 1",,,,,,,ULBP2,KLRK1,,known,literature supported
UTS2B_UTS2R,UTS2B,urotensin 2B,UTS2R,urotensin 2 receptor,,,,,,,,UTS2R,,known,literature supported
UTS2_UTS2R,UTS2,urotensin 2,UTS2R,urotensin 2 receptor,,,,,,,UTS2,UTS2R,,known,literature supported
VASP_CXCR2,VASP,vasodilator-stimulated phosphoprotein,CXCR2,chemokine (C-X-C motif) receptor 2,,,,,,,,,19435808,novel,literature supported
VCAM1_ITGA4,VCAM1,vascular cell adhesion molecule 1,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,,,VCAM1,ITGA4,,known,literature supported
VCAM1_ITGA9,VCAM1,vascular cell adhesion molecule 1,ITGA9,"integrin, alpha 9",,,,,,,VCAM1,ITGA9,,novel,putative
VCAM1_ITGAD,VCAM1,vascular cell adhesion molecule 1,ITGAD,"integrin, alpha D",,,,,,,VCAM1,ITGAD,,known,literature supported
VCAM1_ITGB1,VCAM1,vascular cell adhesion molecule 1,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,VCAM1,ITGB1,,known,literature supported
VCAM1_ITGB2,VCAM1,vascular cell adhesion molecule 1,ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)",,,,,,,VCAM1,ITGB2,,known,literature supported
VCAM1_ITGB7,VCAM1,vascular cell adhesion molecule 1,ITGB7,"integrin, beta 7",,,,,,,VCAM1,ITGB7,,novel,literature supported
VCAN_CD44,VCAN,versican,CD44,CD44 molecule (Indian blood group),,,,,,,,CD44,,novel,literature supported
VCAN_EGFR,VCAN,versican,EGFR,epidermal growth factor receptor,,,,,,,,EGFR,16045811,novel,literature supported
VCAN_ITGA4,VCAN,versican,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,,,,ITGA4,,novel,literature supported
VCAN_ITGB1,VCAN,versican,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,ITGB1,,novel,literature supported
VCAN_SELL,VCAN,versican,SELL,selectin L,,,,,,,,SELL,,novel,putative
VCAN_SELP,VCAN,versican,SELP,"selectin P (granule membrane protein 140kDa, antigen CD62)",,,,,,,,SELP,,novel,literature supported
VCAN_TLR1,VCAN,versican,TLR1,toll-like receptor 1,,,,,,,,TLR1,,novel,putative
VCAN_TLR2,VCAN,versican,TLR2,toll-like receptor 2,,,,,,,,TLR2,19122641,novel,literature supported
VEGFA_EGFR,VEGFA,vascular endothelial growth factor A,EGFR,epidermal growth factor receptor,,,,,,,VEGF,EGFR,,novel,putative
VEGFA_EPHB2,VEGFA,vascular endothelial growth factor A,EPHB2,EPH receptor B2,,,,,,,VEGF,EPHB2,,novel,literature supported
VEGFA_FLT1,VEGFA,vascular endothelial growth factor A,FLT1,fms-related tyrosine kinase 1,,,,,,,VEGF,FLT1,,known,literature supported
VEGFA_GPC1,VEGFA,vascular endothelial growth factor A,GPC1,glypican 1,,,,,,,VEGF,GPC1,,novel,literature supported
VEGFA_ITGA9,VEGFA,vascular endothelial growth factor A,ITGA9,"integrin, alpha 9",,,,,,,VEGF,ITGA9,,novel,putative
VEGFA_ITGAV,VEGFA,vascular endothelial growth factor A,ITGAV,"integrin, alpha V",,,,,,,VEGF,ITGAV,,novel,putative
VEGFA_ITGB1,VEGFA,vascular endothelial growth factor A,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,VEGF,ITGB1,,novel,putative
VEGFA_KDR,VEGFA,vascular endothelial growth factor A,KDR,kinase insert domain receptor (a type III receptor tyrosine kinase),,,,,,,VEGF,KDR,,known,literature supported
VEGFA_NRP1,VEGFA,vascular endothelial growth factor A,NRP1,neuropilin 1,,,,,,,VEGF,NRP1,,known,literature supported
VEGFA_NRP2,VEGFA,vascular endothelial growth factor A,NRP2,neuropilin 2,,,,,,,VEGF,NRP2,,known,literature supported
VEGFA_RET,VEGFA,vascular endothelial growth factor A,RET,ret proto-oncogene,,,,,,,VEGF,RET,,novel,putative
VEGFA_SIRPA,VEGFA,vascular endothelial growth factor A,SIRPA,signal-regulatory protein alpha,,,,,,,VEGF,,,novel,putative
VEGFA_TYRO3,VEGFA,vascular endothelial growth factor A,TYRO3,TYRO3 protein tyrosine kinase,,,,,,,VEGF,TYRO3,,novel,putative
VEGFB_FLT1,VEGFB,vascular endothelial growth factor B,FLT1,fms-related tyrosine kinase 1,,,,,,,,FLT1,,known,literature supported
VEGFB_NRP1,VEGFB,vascular endothelial growth factor B,NRP1,neuropilin 1,,,,,,,,NRP1,,known,literature supported
VEGFB_RET,VEGFB,vascular endothelial growth factor B,RET,ret proto-oncogene,,,,,,,,RET,,novel,putative
VEGFB_TYRO3,VEGFB,vascular endothelial growth factor B,TYRO3,TYRO3 protein tyrosine kinase,,,,,,,,TYRO3,,novel,putative
VEGFC_FLT1,VEGFC,vascular endothelial growth factor C,FLT1,fms-related tyrosine kinase 1,,,,,,,VEGFC,FLT1,,novel,putative
VEGFC_FLT4,VEGFC,vascular endothelial growth factor C,FLT4,fms-related tyrosine kinase 4,,,,,,,VEGFC,FLT4,,known,literature supported
VEGFC_ITGA9,VEGFC,vascular endothelial growth factor C,ITGA9,"integrin, alpha 9",,,,,,,VEGFC,ITGA9,,novel,putative
VEGFC_ITGB1,VEGFC,vascular endothelial growth factor C,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,VEGFC,ITGB1,,novel,putative
VEGFC_KDR,VEGFC,vascular endothelial growth factor C,KDR,kinase insert domain receptor (a type III receptor tyrosine kinase),,,,,,,VEGFC,KDR,,known,literature supported
VEGFC_LYVE1,VEGFC,vascular endothelial growth factor C,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,,,,,,,VEGFC,,,novel,putative
VEGFC_NRP2,VEGFC,vascular endothelial growth factor C,NRP2,neuropilin 2,,,,,,,VEGFC,NRP2,,known,literature supported
VEGFC_VIPR2,VEGFC,vascular endothelial growth factor C,VIPR2,vasoactive intestinal peptide receptor 2,,,,,,,VEGFC,VIPR2,,known,literature supported
VIM_CD44,VIM,vimentin,CD44,CD44 molecule (Indian blood group),,,,,,,,,22216242,novel,literature supported
VIP_ADCYAP1R1,VIP,vasoactive intestinal peptide,ADCYAP1R1,adenylate cyclase activating polypeptide 1 (pituitary) receptor type I,,,,,,,VIP,ADCYAP1R1,,known,literature supported
VIP_NPR3,VIP,vasoactive intestinal peptide,NPR3,natriuretic peptide receptor 3,,,,,,,VIP,NPR3,,novel,putative
VIP_SCTR,VIP,vasoactive intestinal peptide,SCTR,secretin receptor,,,,,,,VIP,SCTR,,known,literature supported
VIP_VIPR1,VIP,vasoactive intestinal peptide,VIPR1,vasoactive intestinal peptide receptor 1,,,,,,,VIP,VIPR1,,known,literature supported
VIP_VIPR2,VIP,vasoactive intestinal peptide,VIPR2,vasoactive intestinal peptide receptor 2,,,,,,,VIP,VIPR2,,known,literature supported
VTN_CD47,VTN,vitronectin,CD47,CD47 molecule,,,,,,,VTN,CD47,,novel,putative
VTN_ITGA2B,VTN,vitronectin,ITGA2B,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",,,,,,,VTN,ITGA2B,,novel,putative
VTN_ITGA3,VTN,vitronectin,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,,,VTN,ITGA3,,novel,putative
VTN_ITGA5,VTN,vitronectin,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,,,,VTN,ITGA5,,known,literature supported
VTN_ITGA8,VTN,vitronectin,ITGA8,"integrin, alpha 8",,,,,,,VTN,ITGA8,,novel,literature supported
VTN_ITGAV,VTN,vitronectin,ITGAV,"integrin, alpha V",,,,,,,VTN,ITGAV,23154389,novel,literature supported
VTN_ITGB1,VTN,vitronectin,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,VTN,ITGB1,,novel,putative
VTN_ITGB3,VTN,vitronectin,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,,,,VTN,ITGB3,,known,literature supported
VTN_ITGB5,VTN,vitronectin,ITGB5,"integrin, beta 5",,,,,,,VTN,ITGB5,,novel,putative
VTN_ITGB6,VTN,vitronectin,ITGB6,"integrin, beta 6",,,,,,,VTN,ITGB6,,novel,literature supported
VTN_ITGB8,VTN,vitronectin,ITGB8,"integrin, beta 8",,,,,,,VTN,ITGB8,,novel,literature supported
VTN_KDR,VTN,vitronectin,KDR,kinase insert domain receptor (a type III receptor tyrosine kinase),,,,,,,VTN,KDR,,novel,putative
